,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Glo_sal_norml,Sales_rate
16099,16371,Wand of Fortune,PS2,2009,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16100,16372,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16101,16373,Gobliiins 4,PC,2009,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16102,16374,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16103,16375,"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16104,16376,Meru Purana,PS,1996,Strategy,Gust,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16105,16377,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16106,16378,Colin McRae Rally 04,PC,2004,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16107,16379,Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16108,16380,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16109,16381,Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16110,16382,Grand Prix Legends,PC,1997,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16111,16383,Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16112,16384,Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16113,16385,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16114,16386,Pilot Academy,PSP,2006,Simulation,Rising Star Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16115,16387,Poker for Dummies,PC,2008,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16116,16388,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16117,16389,TrackMania Turbo,PC,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16118,16390,Darkened Skye,GC,2002,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16119,16391,Sakura-Sou no Pet na Kanojo,PSV,2013,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16120,16392,WSC REAL 09: World Snooker Championship,X360,2009,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16121,16393,World Snooker Championship 2007,X360,2007,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16122,16394,Handball 16,X360,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16123,16395,Wand of Fortune: Mirai e no Prologue,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16124,16396,Alone in the Dark,PC,2008,Adventure,Atari,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16125,16397,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16126,16398,LMA Manager 2007,X360,2006,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16127,16399,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16128,16400,Heart no Kuni no Alice,PSP,2009,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16129,16401,Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16130,16402,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16131,16403,Pro Evolution Soccer 2010,PC,2009,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16132,16404,Memories Off,PSP,2008,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16133,16405,Tenchu San Portable,PSP,2009,Action,From Software,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16134,16406,Ratchet & Clank: Full Frontal Assault,PSV,2012,Adventure,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16135,16407,Vitamin X,PS2,2007,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16136,16408,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16137,16409,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16138,16410,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16139,16411,Sega Rally Revo,PC,2007,Racing,Sega,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16140,16412,"Element Girl: Love, Fashion and Friends",DS,2008,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16141,16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16142,16414,Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16143,16415,Time Leap,X360,2009,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16144,16416,The Godfather (JP sales),X360,2006,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16145,16417,thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16146,16418,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16147,16419,Chaos;Child,PS3,2015,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16148,16420,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16149,16421,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16150,16422,Routes PE,PS2,2007,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16151,16423,Winning Eleven: Pro Evolution Soccer 2007,PC,2006,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16152,16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16153,16425,Railfan,PS3,2006,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16154,16426,SoniPro,3DS,2014,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16155,16427,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16156,16428,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16157,16429,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16158,16431,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16159,16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16160,16433,Golden Time: Vivid Memories,PSV,2014,Adventure,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16161,16434,Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16162,16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16163,16436,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16164,16437,Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Adventure,Russel,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16165,16438,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16166,16439,Worms 2,PC,1997,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16167,16440,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16169,16442,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16170,16443,Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16171,16444,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16172,16445,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16173,16446,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16174,16447,Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16175,16448,Wade Hixton's Counter Punch,GBA,2004,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16176,16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16177,16450,Legacy of Kain: Defiance,PC,2003,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16178,16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16179,16452,King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16180,16453,Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16181,16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16182,16455,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16183,16456,Winx Club: Saving Alfea,3DS,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16184,16457,Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16185,16458,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16186,16459,Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16187,16460,Juggler DS,DS,2008,Misc,Commseed,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16188,16461,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16189,16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16190,16463,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16191,16464,Razor Freestyle Scooter,GBA,2001,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16192,16465,Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16193,16466,Vitamin Y,DS,2008,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16194,16467,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16195,16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.01,0.00012086052695189751,Low
16196,16469,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16197,16470,Memories Off #5: Togireta Film,PSP,2009,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16198,16471,Exstetra,3DS,2013,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16199,16472,Lucian Bee's: Resurrection Supernova,PS2,2009,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16200,16473,Amnesia Later,PSV,2014,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16201,16474,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16202,16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16203,16476,Captain Rainbow,Wii,2008,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16204,16477,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16205,16478,Space Raiders,GC,2003,Shooter,Taito,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16206,16479,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16207,16480,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16208,16481,Ishin no Arashi: Shippuu Ryuumeden,DS,2010,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16209,16482,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16210,16483,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16211,16484,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,Role-Playing,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16212,16485,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16213,16486,Hospital Tycoon,PC,2007,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16214,16487,Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16215,16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16216,16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16217,16490,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010,Misc,Dorart,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16218,16491,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16219,16492,Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16220,16493,SBK Superbike World Championship,PSP,2008,Racing,Black Bean Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16221,16494,Summer Athletics,PC,2008,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16222,16495,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,Paon,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16223,16497,Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16224,16498,Unending Bloody Call,PSP,2012,Action,Asgard,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16225,16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16226,16500,Snood 2: On Vacation,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16227,16501,The Land Before Time: Into the Mysterious Beyond,GBA,2006,Platform,Game Factory,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16228,16502,Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16229,16503,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16230,16504,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16231,16505,Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16232,16506,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16233,16507,Mystereet,PS2,2006,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16234,16508,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16235,16509,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16236,16510,Romeo Vs. Juliet,PSP,2013,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16237,16511,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16238,16512,Trine,PC,2009,Action,Nobilis,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16239,16513,Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16240,16514,Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16241,16515,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16242,16516,Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16243,16517,National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16244,16518,Knights in the Nightmare: DHE Series Special Pack,DS,2008,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16245,16519,DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16246,16520,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16247,16521,Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16248,16522,Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16249,16523,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16250,16524,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16251,16525,Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16252,16526,Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16253,16527,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,Russel,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16254,16528,Blazer Drive,DS,2008,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16255,16529,Onigokko! Portable,PSP,2013,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16256,16530,Hoshizora no Comic Garden,DS,2008,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16257,16531,Kiniro no Corda 3,3DS,2015,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16258,16532,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16259,16533,Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16260,16534,Hitman (2016),XOne,2016,Action,Square Enix,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16261,16535,STORM: Frontline Nation,PC,2011,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16262,16536,Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16263,16537,Time Travelers,PSP,2012,Adventure,Level 5,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16264,16538,Mushi Bugyou,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16265,16539,Patrician IV: Gold Edition,PC,2011,Misc,Kalypso Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16266,16540,Transformers: Fall of Cybertron,PC,2012,Action,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16267,16541,Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,DSI Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16268,16542,Spore Galactic Adventures,PC,2009,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16269,16543,15 Days,PC,2009,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16270,16544,Battle Fantasia,PS3,2008,Fighting,505 Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16271,16545,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16272,16546,Driving Simulator 2011,PC,2011,Racing,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16273,16547,Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16274,16548,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16275,16549,Hyakki Yagyou Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16276,16550,Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16277,16551,Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16278,16552,E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16279,16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16280,16554,Sweet Honey Coming,PS2,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16281,16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16282,16556,Bound By Flame,X360,2014,Role-Playing,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16283,16557,Psychic Detective,PS,1995,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
